[Fri Feb 02 13:46:58.696858 2018] [:error] [pid 19705] [client 127.0.0.1:42190] PHP Warning:  require(/home/ali/PhpstormProjects/sorter/../vendor/autoload.php): failed to open stream: No such file or directory in /home/ali/PhpstormProjects/sorter/index.php on line 13
[Fri Feb 02 13:46:58.696922 2018] [:error] [pid 19705] [client 127.0.0.1:42190] PHP Fatal error:  require(): Failed opening required '/home/ali/PhpstormProjects/sorter/../vendor/autoload.php' (include_path='.:/usr/share/php') in /home/ali/PhpstormProjects/sorter/index.php on line 13
[Fri Feb 02 13:47:56.146237 2018] [:error] [pid 19707] [client 127.0.0.1:42226] PHP Warning:  require(/home/ali/PhpstormProjects/sorter/../vendor/autoload.php): failed to open stream: No such file or directory in /home/ali/PhpstormProjects/sorter/index.php on line 13
[Fri Feb 02 13:47:56.146309 2018] [:error] [pid 19707] [client 127.0.0.1:42226] PHP Fatal error:  require(): Failed opening required '/home/ali/PhpstormProjects/sorter/../vendor/autoload.php' (include_path='.:/usr/share/php') in /home/ali/PhpstormProjects/sorter/index.php on line 13
[Fri Feb 02 13:47:56.838296 2018] [:error] [pid 19707] [client 127.0.0.1:42226] PHP Warning:  require(/home/ali/PhpstormProjects/sorter/../vendor/autoload.php): failed to open stream: No such file or directory in /home/ali/PhpstormProjects/sorter/index.php on line 13
[Fri Feb 02 13:47:56.838355 2018] [:error] [pid 19707] [client 127.0.0.1:42226] PHP Fatal error:  require(): Failed opening required '/home/ali/PhpstormProjects/sorter/../vendor/autoload.php' (include_path='.:/usr/share/php') in /home/ali/PhpstormProjects/sorter/index.php on line 13
[Fri Feb 02 13:47:57.142214 2018] [:error] [pid 19707] [client 127.0.0.1:42226] PHP Warning:  require(/home/ali/PhpstormProjects/sorter/../vendor/autoload.php): failed to open stream: No such file or directory in /home/ali/PhpstormProjects/sorter/index.php on line 13
[Fri Feb 02 13:47:57.142259 2018] [:error] [pid 19707] [client 127.0.0.1:42226] PHP Fatal error:  require(): Failed opening required '/home/ali/PhpstormProjects/sorter/../vendor/autoload.php' (include_path='.:/usr/share/php') in /home/ali/PhpstormProjects/sorter/index.php on line 13
[Fri Feb 02 13:47:57.395035 2018] [:error] [pid 19707] [client 127.0.0.1:42226] PHP Warning:  require(/home/ali/PhpstormProjects/sorter/../vendor/autoload.php): failed to open stream: No such file or directory in /home/ali/PhpstormProjects/sorter/index.php on line 13
[Fri Feb 02 13:47:57.395073 2018] [:error] [pid 19707] [client 127.0.0.1:42226] PHP Fatal error:  require(): Failed opening required '/home/ali/PhpstormProjects/sorter/../vendor/autoload.php' (include_path='.:/usr/share/php') in /home/ali/PhpstormProjects/sorter/index.php on line 13
[Fri Feb 02 13:47:57.466889 2018] [:error] [pid 19707] [client 127.0.0.1:42226] PHP Warning:  require(/home/ali/PhpstormProjects/sorter/../vendor/autoload.php): failed to open stream: No such file or directory in /home/ali/PhpstormProjects/sorter/index.php on line 13
[Fri Feb 02 13:47:57.466926 2018] [:error] [pid 19707] [client 127.0.0.1:42226] PHP Fatal error:  require(): Failed opening required '/home/ali/PhpstormProjects/sorter/../vendor/autoload.php' (include_path='.:/usr/share/php') in /home/ali/PhpstormProjects/sorter/index.php on line 13
[Fri Feb 02 13:47:57.765320 2018] [:error] [pid 19707] [client 127.0.0.1:42226] PHP Warning:  require(/home/ali/PhpstormProjects/sorter/../vendor/autoload.php): failed to open stream: No such file or directory in /home/ali/PhpstormProjects/sorter/index.php on line 13
[Fri Feb 02 13:47:57.765357 2018] [:error] [pid 19707] [client 127.0.0.1:42226] PHP Fatal error:  require(): Failed opening required '/home/ali/PhpstormProjects/sorter/../vendor/autoload.php' (include_path='.:/usr/share/php') in /home/ali/PhpstormProjects/sorter/index.php on line 13
[Fri Feb 02 13:48:07.353414 2018] [:error] [pid 19705] [client 127.0.0.1:42236] PHP Warning:  require(/home/ali/PhpstormProjects/sorter/../vendor/autoload.php): failed to open stream: No such file or directory in /home/ali/PhpstormProjects/sorter/index.php on line 13
[Fri Feb 02 13:48:07.353467 2018] [:error] [pid 19705] [client 127.0.0.1:42236] PHP Fatal error:  require(): Failed opening required '/home/ali/PhpstormProjects/sorter/../vendor/autoload.php' (include_path='.:/usr/share/php') in /home/ali/PhpstormProjects/sorter/index.php on line 13
[Fri Feb 02 13:48:07.619199 2018] [:error] [pid 19705] [client 127.0.0.1:42236] PHP Warning:  require(/home/ali/PhpstormProjects/sorter/../vendor/autoload.php): failed to open stream: No such file or directory in /home/ali/PhpstormProjects/sorter/index.php on line 13
[Fri Feb 02 13:48:07.619251 2018] [:error] [pid 19705] [client 127.0.0.1:42236] PHP Fatal error:  require(): Failed opening required '/home/ali/PhpstormProjects/sorter/../vendor/autoload.php' (include_path='.:/usr/share/php') in /home/ali/PhpstormProjects/sorter/index.php on line 13
[Fri Feb 02 13:48:18.333198 2018] [:error] [pid 19706] [client 127.0.0.1:42244] PHP Fatal error:  Uncaught Error: Class 'Train' not found in /home/ali/PhpstormProjects/sorter/src/Sorter.php:56\nStack trace:\n#0 /home/ali/PhpstormProjects/sorter/src/Sorter.php(25): Sort\\Sorter->html(Array)\n#1 /home/ali/PhpstormProjects/sorter/index.php(50): Sort\\Sorter->sort()\n#2 {main}\n  thrown in /home/ali/PhpstormProjects/sorter/src/Sorter.php on line 56
[Fri Feb 02 13:48:53.256649 2018] [:error] [pid 19707] [client 127.0.0.1:42258] PHP Fatal error:  Uncaught Error: Class 'Train' not found in /home/ali/PhpstormProjects/sorter/src/Sorter.php:56\nStack trace:\n#0 /home/ali/PhpstormProjects/sorter/src/Sorter.php(25): Sort\\Sorter->html(Array)\n#1 /home/ali/PhpstormProjects/sorter/index.php(50): Sort\\Sorter->sort()\n#2 {main}\n  thrown in /home/ali/PhpstormProjects/sorter/src/Sorter.php on line 56
[Fri Feb 02 13:48:53.969458 2018] [:error] [pid 19707] [client 127.0.0.1:42258] PHP Fatal error:  Uncaught Error: Class 'Train' not found in /home/ali/PhpstormProjects/sorter/src/Sorter.php:56\nStack trace:\n#0 /home/ali/PhpstormProjects/sorter/src/Sorter.php(25): Sort\\Sorter->html(Array)\n#1 /home/ali/PhpstormProjects/sorter/index.php(50): Sort\\Sorter->sort()\n#2 {main}\n  thrown in /home/ali/PhpstormProjects/sorter/src/Sorter.php on line 56
[Fri Feb 02 13:48:54.130215 2018] [:error] [pid 19707] [client 127.0.0.1:42258] PHP Fatal error:  Uncaught Error: Class 'Train' not found in /home/ali/PhpstormProjects/sorter/src/Sorter.php:56\nStack trace:\n#0 /home/ali/PhpstormProjects/sorter/src/Sorter.php(25): Sort\\Sorter->html(Array)\n#1 /home/ali/PhpstormProjects/sorter/index.php(50): Sort\\Sorter->sort()\n#2 {main}\n  thrown in /home/ali/PhpstormProjects/sorter/src/Sorter.php on line 56
[Fri Feb 02 13:48:54.253223 2018] [:error] [pid 19707] [client 127.0.0.1:42258] PHP Fatal error:  Uncaught Error: Class 'Train' not found in /home/ali/PhpstormProjects/sorter/src/Sorter.php:56\nStack trace:\n#0 /home/ali/PhpstormProjects/sorter/src/Sorter.php(25): Sort\\Sorter->html(Array)\n#1 /home/ali/PhpstormProjects/sorter/index.php(50): Sort\\Sorter->sort()\n#2 {main}\n  thrown in /home/ali/PhpstormProjects/sorter/src/Sorter.php on line 56
[Fri Feb 02 13:48:54.364547 2018] [:error] [pid 19707] [client 127.0.0.1:42258] PHP Fatal error:  Uncaught Error: Class 'Train' not found in /home/ali/PhpstormProjects/sorter/src/Sorter.php:56\nStack trace:\n#0 /home/ali/PhpstormProjects/sorter/src/Sorter.php(25): Sort\\Sorter->html(Array)\n#1 /home/ali/PhpstormProjects/sorter/index.php(50): Sort\\Sorter->sort()\n#2 {main}\n  thrown in /home/ali/PhpstormProjects/sorter/src/Sorter.php on line 56
[Fri Feb 02 13:48:54.623964 2018] [:error] [pid 19707] [client 127.0.0.1:42258] PHP Fatal error:  Uncaught Error: Class 'Train' not found in /home/ali/PhpstormProjects/sorter/src/Sorter.php:56\nStack trace:\n#0 /home/ali/PhpstormProjects/sorter/src/Sorter.php(25): Sort\\Sorter->html(Array)\n#1 /home/ali/PhpstormProjects/sorter/index.php(50): Sort\\Sorter->sort()\n#2 {main}\n  thrown in /home/ali/PhpstormProjects/sorter/src/Sorter.php on line 56
[Fri Feb 02 13:48:56.139752 2018] [:error] [pid 19707] [client 127.0.0.1:42258] PHP Fatal error:  Uncaught Error: Class 'Train' not found in /home/ali/PhpstormProjects/sorter/src/Sorter.php:56\nStack trace:\n#0 /home/ali/PhpstormProjects/sorter/src/Sorter.php(25): Sort\\Sorter->html(Array)\n#1 /home/ali/PhpstormProjects/sorter/index.php(50): Sort\\Sorter->sort()\n#2 {main}\n  thrown in /home/ali/PhpstormProjects/sorter/src/Sorter.php on line 56
[Fri Feb 02 13:48:56.326405 2018] [:error] [pid 19707] [client 127.0.0.1:42258] PHP Fatal error:  Uncaught Error: Class 'Train' not found in /home/ali/PhpstormProjects/sorter/src/Sorter.php:56\nStack trace:\n#0 /home/ali/PhpstormProjects/sorter/src/Sorter.php(25): Sort\\Sorter->html(Array)\n#1 /home/ali/PhpstormProjects/sorter/index.php(50): Sort\\Sorter->sort()\n#2 {main}\n  thrown in /home/ali/PhpstormProjects/sorter/src/Sorter.php on line 56
[Fri Feb 02 13:48:56.483046 2018] [:error] [pid 19707] [client 127.0.0.1:42258] PHP Fatal error:  Uncaught Error: Class 'Train' not found in /home/ali/PhpstormProjects/sorter/src/Sorter.php:56\nStack trace:\n#0 /home/ali/PhpstormProjects/sorter/src/Sorter.php(25): Sort\\Sorter->html(Array)\n#1 /home/ali/PhpstormProjects/sorter/index.php(50): Sort\\Sorter->sort()\n#2 {main}\n  thrown in /home/ali/PhpstormProjects/sorter/src/Sorter.php on line 56
